PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32338233,Differentiating depression and ADHD without depression in adults with processing-speed measures,"Martiny K, Nielsen NP, Wiig EH.",Acta Neuropsychiatr. 2020 Oct;32(5):237-246. doi: 10.1017/neu.2020.17. Epub 2020 Apr 27.,Martiny K,Acta Neuropsychiatr,2020,4/28/20,,,10.1017/neu.2020.17
31980930,Characteristics of child psychiatric outpatients with slow processing speed and potential mechanisms of academic impact,"Braaten EB, Ward AK, Forchelli G, Vuijk PJ, Cook NE, McGuinness P, Lee BA, Samkavitz A, Lind H, O'Keefe SM, Doyle AE.",Eur Child Adolesc Psychiatry. 2020 Oct;29(10):1453-1464. doi: 10.1007/s00787-019-01455-w. Epub 2020 Jan 24.,Braaten EB,Eur Child Adolesc Psychiatry,2020,1/26/20,PMC8168921,NIHMS1551513,10.1007/s00787-019-01455-w
27033880,ADHD Is Highly Prevalent in Patients Seeking Treatment for Cannabis Use Disorders,"Notzon DP, Pavlicova M, Glass A, Mariani JJ, Mahony AL, Brooks DJ, Levin FR.",J Atten Disord. 2020 Sep;24(11):1487-1492. doi: 10.1177/1087054716640109. Epub 2016 Mar 31.,Notzon DP,J Atten Disord,2020,4/2/16,PMC5568505,NIHMS893124,10.1177/1087054716640109
26964868,Event-Related Potentials for Diagnosing Children and Adults With ADHD,"Gamma A, Kara O.",J Atten Disord. 2020 Sep;24(11):1581-1587. doi: 10.1177/1087054716631821. Epub 2016 Mar 10.,Gamma A,J Atten Disord,2020,3/12/16,,,10.1177/1087054716631821
32380521,Correlates of Poor Sleep and Subsequent Risk of Misdiagnosis in College Students Presenting with Cognitive Complaints,"Gloger EM, Suhr JA.",Arch Clin Neuropsychol. 2020 Aug 28;35(6):692-670. doi: 10.1093/arclin/acaa023.,Gloger EM,Arch Clin Neuropsychol,2020,5/8/20,,,10.1093/arclin/acaa023
32757704,Cognitive deficits and psychosocial functioning in adult ADHD: Bridging the gap between objective test measures and subjective reports,"Kallweit C, Paucke M, Strauß M, Exner C.",J Clin Exp Neuropsychol. 2020 Aug;42(6):569-583. doi: 10.1080/13803395.2020.1779188. Epub 2020 Aug 5.,Kallweit C,J Clin Exp Neuropsychol,2020,8/8/20,,,10.1080/13803395.2020.1779188
32540207,Clinical and cognitive correlates of childhood attention-deficit/hyperactivity disorder in first-episode psychosis: A controlled study,"Sanchez-Gistau V, Manzanares N, Cabezas A, Sole M, Algora M, Vilella E.",Eur Neuropsychopharmacol. 2020 Jul;36:90-99. doi: 10.1016/j.euroneuro.2020.05.010. Epub 2020 Jun 12.,Sanchez-Gistau V,Eur Neuropsychopharmacol,2020,6/17/20,,,10.1016/j.euroneuro.2020.05.010
32112487,Broader phenotypic traits and widespread brain hypometabolism in spinocerebellar ataxia 27,"Paucar M, Lundin J, Alshammari T, Bergendal Å, Lindefeldt M, Alshammari M, Solders G, Di Re J, Savitcheva I, Granberg T, Laezza F, Iwarsson E, Svenningsson P.",J Intern Med. 2020 Jul;288(1):103-115. doi: 10.1111/joim.13052. Epub 2020 Mar 19.,Paucar M,J Intern Med,2020,3/1/20,PMC10123866,NIHMS1883460,10.1111/joim.13052
32159386,"The Diagnostic Infant Preschool Assessment-Likert Version: Preparation, Concurrent Construct Validation, and Test-Retest Reliability",Scheeringa MS.,J Child Adolesc Psychopharmacol. 2020 Jun;30(5):326-334. doi: 10.1089/cap.2019.0168. Epub 2020 Mar 10.,Scheeringa MS,J Child Adolesc Psychopharmacol,2020,3/12/20,,,10.1089/cap.2019.0168
32100383,Objective measurement of attention deficit hyperactivity disorder symptoms outside the clinic using the QbCheck: Reliability and validity,"Ulberstad F, Boström H, Chavanon ML, Knollmann M, Wiley J, Christiansen H, Thorell LB.",Int J Methods Psychiatr Res. 2020 Jun;29(2):e1822. doi: 10.1002/mpr.1822. Epub 2020 Feb 25.,Ulberstad F,Int J Methods Psychiatr Res,2020,2/27/20,PMC7301281,,10.1002/mpr.1822
32294104,"Misophonia: Phenomenology, comorbidity and demographics in a large sample","Jager I, de Koning P, Bost T, Denys D, Vulink N.",PLoS One. 2020 Apr 15;15(4):e0231390. doi: 10.1371/journal.pone.0231390. eCollection 2020.,Jager I,PLoS One,2020,4/16/20,PMC7159231,,10.1371/journal.pone.0231390
32169263,The Role of Diagnostic Instruments in Dual and Differential Diagnosis in Autism Spectrum Disorder Across the Lifespan,"Shulman C, Rice CE, Morrier MJ, Esler A.",Child Adolesc Psychiatr Clin N Am. 2020 Apr;29(2):275-299. doi: 10.1016/j.chc.2020.01.002. Epub 2020 Feb 17.,Shulman C,Child Adolesc Psychiatr Clin N Am,2020,3/15/20,,,10.1016/j.chc.2020.01.002
30654686,Does the Continuous Performance Test Predict ADHD Symptoms Severity and ADHD Presentation in Adults?,"Baggio S, Hasler R, Giacomini V, El-Masri H, Weibel S, Perroud N, Deiber MP.",J Atten Disord. 2020 Apr;24(6):840-848. doi: 10.1177/1087054718822060. Epub 2019 Jan 17.,Baggio S,J Atten Disord,2020,1/19/19,,,10.1177/1087054718822060
32265761,The Quantified Behavioral Test-A Confirmatory Test in the Diagnostic Process of Adult ADHD?,"Brunkhorst-Kanaan N, Verdenhalven M, Kittel-Schneider S, Vainieri I, Reif A, Grimm O.",Front Psychiatry. 2020 Mar 20;11:216. doi: 10.3389/fpsyt.2020.00216. eCollection 2020.,Brunkhorst-Kanaan N,Front Psychiatry,2020,4/9/20,PMC7100366,,10.3389/fpsyt.2020.00216
32056765,"Association between BDNF gene polymorphisms and attention deficit hyperactivity disorder in school-aged children in Wuhan, China","Luo L, Jiang X, Cao G, Xiong P, Yang R, Zhang J, Shen M.",J Affect Disord. 2020 Mar 1;264:304-309. doi: 10.1016/j.jad.2020.01.017. Epub 2020 Jan 7.,Luo L,J Affect Disord,2020,2/15/20,,,10.1016/j.jad.2020.01.017
32049948,The Prevalence and Incidence of Attention-deficit/Hyperactivity Disorder in the Veterans Health Administration From 2009 to 2016,"Hale AC, Bohnert KM, Spencer RJ, Ganoczy D, Pfeiffer PN.",Med Care. 2020 Mar;58(3):273-279. doi: 10.1097/MLR.0000000000001287.,Hale AC,Med Care,2020,2/13/20,,,10.1097/MLR.0000000000001287
29239207,Psychometric Properties of the Impairment Rating Scale in Samples of Adults With Attention Deficit Hyperactivity Disorder,"Dawson AE, Egan TE, Wymbs BT.",Assessment. 2020 Mar;27(2):384-403. doi: 10.1177/1073191117746502. Epub 2017 Dec 14.,Dawson AE,Assessment,2020,12/15/17,,,10.1177/1073191117746502
31640452,"The Convergence Insufficiency Neuro-mechanism in Adult Population Study (CINAPS) Randomized Clinical Trial: Design, Methods, and Clinical Data","Alvarez TL, Scheiman M, Santos EM, Morales C, Yaramothu C, D'Antonio-Bertagnolli JV, Biswal BB, Gohel S, Li X.",Ophthalmic Epidemiol. 2020 Feb;27(1):52-72. doi: 10.1080/09286586.2019.1679192. Epub 2019 Oct 22.,Alvarez TL,Ophthalmic Epidemiol,2020,10/24/19,PMC6944764,NIHMS1541396,10.1080/09286586.2019.1679192
31231983,Alterations of cerebral perfusion and functional brain connectivity in medication-naïve male adults with attention-deficit/hyperactivity disorder,"Tan YW, Liu L, Wang YF, Li HM, Pan MR, Zhao MJ, Huang F, Wang YF, He Y, Liao XH, Qian QJ.",CNS Neurosci Ther. 2020 Feb;26(2):197-206. doi: 10.1111/cns.13185. Epub 2019 Jun 23.,Tan YW,CNS Neurosci Ther,2020,6/25/19,PMC6978256,,10.1111/cns.13185
32000845,Is there an association between full IQ score and mental health problems in young adults? A study with a convenience sample,"Melby L, Indredavik MS, Løhaugen G, Brubakk AM, Skranes J, Vik T.",BMC Psychol. 2020 Jan 30;8(1):7. doi: 10.1186/s40359-020-0372-2.,Melby L,BMC Psychol,2020,2/1/20,PMC6993501,,10.1186/s40359-020-0372-2
31907309,Early childhood deprivation is associated with alterations in adult brain structure despite subsequent environmental enrichment,"Mackes NK, Golm D, Sarkar S, Kumsta R, Rutter M, Fairchild G, Mehta MA, Sonuga-Barke EJS; ERA Young Adult Follow-up team.",Proc Natl Acad Sci U S A. 2020 Jan 7;117(1):641-649. doi: 10.1073/pnas.1911264116.,Mackes NK,Proc Natl Acad Sci U S A,2020,1/8/20,PMC6955353,,10.1073/pnas.1911264116
33028106,The Association Between Parkinson's Disease and Attention-Deficit Hyperactivity Disorder,"Fan HC, Chang YK, Tsai JD, Chiang KL, Shih JH, Yeh KY, Ma KH, Li IH.",Cell Transplant. 2020 Jan-Dec;29:963689720947416. doi: 10.1177/0963689720947416.,Fan HC,Cell Transplant,2020,10/8/20,PMC7784516,,10.1177/0963689720947416
32612409,Development of the Korean Practice Parameter for Adult Attention-Deficit/Hyperactivity Disorder,"Bahn GH, Lee YS, Yoo HK, Kim EJ, Park S, Han DH, Hong M, Kim B, Lee SI, Bhang SY, Lee SY, Hong JP, Joung YS.",Soa Chongsonyon Chongsin Uihak. 2020 Jan 1;31(1):5-25. doi: 10.5765/jkacap.190030.,Bahn GH,Soa Chongsonyon Chongsin Uihak,2020,7/3/20,PMC7324844,,10.5765/jkacap.190030
32408198,Cingulum-Callosal white-matter microstructure associated with emotional dysregulation in children: A diffusion tensor imaging study,"Hung Y, Uchida M, Gaillard SL, Woodworth H, Kelberman C, Capella J, Kadlec K, Goncalves M, Ghosh S, Yendiki A, Chai XJ, Hirshfeld-Becker DR, Whitfield-Gabrieli S, Gabrieli JDE, Biederman J.",Neuroimage Clin. 2020;27:102266. doi: 10.1016/j.nicl.2020.102266. Epub 2020 Apr 25.,Hung Y,Neuroimage Clin,2020,5/15/20,PMC7218214,,10.1016/j.nicl.2020.102266
28895460,Comparison of Neuropsychological Functioning Between Adults With Early- and Late-Onset DSM-5 ADHD,"Lin YJ, Gau SS.",J Atten Disord. 2020 Jan;24(1):29-40. doi: 10.1177/1087054717730609. Epub 2017 Sep 12.,Lin YJ,J Atten Disord,2020,9/13/17,,,10.1177/1087054717730609
31797974,Specificity of psychopathology across levels of severity: a transdiagnostic network analysis,"Groen RN, Wichers M, Wigman JTW, Hartman CA.",Sci Rep. 2019 Dec 4;9(1):18298. doi: 10.1038/s41598-019-54801-y.,Groen RN,Sci Rep,2019,12/5/19,PMC6892855,,10.1038/s41598-019-54801-y
31230396,Cognitive decline in association with hyposmia in idiopathic rapid eye movement sleep behavior disorder: a prospective 2-year follow-up study,"Shin C, Lee JY, Kim YK, Nam H, Yoon EJ, Shin SA, Kim HJ, Jeon B.",Eur J Neurol. 2019 Nov;26(11):1417-1420. doi: 10.1111/ene.14025. Epub 2019 Jul 18.,Shin C,Eur J Neurol,2019,6/24/19,,,10.1111/ene.14025
31665071,Neurochemical sex differences in adult ADHD patients: an MRS study,"Endres D, Tebartz van Elst L, Maier SJ, Feige B, Goll P, Meyer SA, Matthies S, Domschke K, Lange T, Sobanski E, Philipsen A, Nickel K, Perlov E.",Biol Sex Differ. 2019 Oct 29;10(1):50. doi: 10.1186/s13293-019-0264-4.,Endres D,Biol Sex Differ,2019,10/31/19,PMC6821019,,10.1186/s13293-019-0264-4
31475781,Impaired empathy but no theory of mind deficits in adult attention deficit hyperactivity disorder,"Abdel-Hamid M, Niklewski F, Heßmann P, Guberina N, Kownatka M, Kraemer M, Scherbaum N, Dziobek I, Bartels C, Wiltfang J, Kis B.",Brain Behav. 2019 Oct;9(10):e01401. doi: 10.1002/brb3.1401. Epub 2019 Sep 2.,Abdel-Hamid M,Brain Behav,2019,9/3/19,PMC6790334,,10.1002/brb3.1401
31657805,The clinical utility of three visual attention tests to distinguish adults with ADHD from normal controls,"Unal M, O'Mahony E, Dunne C, Meagher D, Adamis D.",Riv Psichiatr. 2019 Sep-Oct;54(5):211-217. doi: 10.1708/3249.32185.,Unal M,Riv Psichiatr,2019,10/29/19,,,10.1708/3249.32185
31343208,Erroneous conclusions: The impact of failing to identify invalid symptom presentation when conducting adult attention-deficit/hyperactivity disorder (ADHD) research,"Hoelzle JB, Ritchie KA, Marshall PS, Vogt EM, Marra DE.",Psychol Assess. 2019 Sep;31(9):1174-1179. doi: 10.1037/pas0000752. Epub 2019 Jul 25.,Hoelzle JB,Psychol Assess,2019,7/26/19,,,10.1037/pas0000752
31291042,Risk Factors for Overdose in Young People Who Received Substance Use Disorder Treatment,"Yule AM, Carrellas NW, DiSalvo M, Lyons RM, McKowen JW, Nargiso JE, Bergman BG, Kelly JF, Wilens TE.",Am J Addict. 2019 Sep;28(5):382-389. doi: 10.1111/ajad.12938. Epub 2019 Jul 10.,Yule AM,Am J Addict,2019,7/11/19,PMC6706285,NIHMS1037907,10.1111/ajad.12938
31295318,Use and validity of child neurodevelopment outcome measures in studies on prenatal exposure to psychotropic and analgesic medications - A systematic review,"Hjorth S, Bromley R, Ystrom E, Lupattelli A, Spigset O, Nordeng H.",PLoS One. 2019 Jul 11;14(7):e0219778. doi: 10.1371/journal.pone.0219778. eCollection 2019.,Hjorth S,PLoS One,2019,7/12/19,PMC6622545,,10.1371/journal.pone.0219778
30926573,Sources of Nonmedical Prescription Drug Misuse Among US High School Seniors: Differences in Motives and Substance Use Behaviors,"McCabe SE, Veliz P, Wilens TE, West BT, Schepis TS, Ford JA, Pomykacz C, Boyd CJ.",J Am Acad Child Adolesc Psychiatry. 2019 Jul;58(7):681-691. doi: 10.1016/j.jaac.2018.11.018. Epub 2019 Mar 27.,McCabe SE,J Am Acad Child Adolesc Psychiatry,2019,3/31/19,PMC7071946,NIHMS1564784,10.1016/j.jaac.2018.11.018
30098328,What bilateral damage of the superior parietal lobes tells us about visual attention disorders in developmental dyslexia,"Valdois S, Lassus-Sangosse D, Lallier M, Moreaud O, Pisella L.",Neuropsychologia. 2019 Jul;130:78-91. doi: 10.1016/j.neuropsychologia.2018.08.001. Epub 2018 Aug 8.,Valdois S,Neuropsychologia,2019,8/12/18,,,10.1016/j.neuropsychologia.2018.08.001
31250342,Neuropsychological profiles of adult bipolar disorder patients with and without comorbid attention-deficit hyperactivity disorder,"Salarvan S, Sparding T, Clements C, Rydén E, Landén M.",Int J Bipolar Disord. 2019 Jun 28;7(1):14. doi: 10.1186/s40345-019-0149-9.,Salarvan S,Int J Bipolar Disord,2019,6/29/19,PMC6597668,,10.1186/s40345-019-0149-9
31275209,Subclinical Scores in Self-Report Based Screening Tools for Attention Deficits Correlate With Cognitive Traits in Typical Evening-Type Adults Tested in the Morning,"Korman M, Levy I, Maaravi-Hesseg R, Eshed-Mantel A, Karni A.",Front Psychol. 2019 Jun 18;10:1397. doi: 10.3389/fpsyg.2019.01397. eCollection 2019.,Korman M,Front Psychol,2019,7/6/19,PMC6591277,,10.3389/fpsyg.2019.01397
30870798,Orbitofrontal dysfunction during the reward process in adults with ADHD: An fMRI study,"Yang DY, Chi MH, Chu CL, Lin CY, Hsu SE, Chen KC, Lee IH, Chen PS, Yang YK.",Clin Neurophysiol. 2019 May;130(5):627-633. doi: 10.1016/j.clinph.2019.01.022. Epub 2019 Feb 19.,Yang DY,Clin Neurophysiol,2019,3/15/19,,,10.1016/j.clinph.2019.01.022
30730189,The role of neurocognitive tests in the assessment of adult attention-deficit/hyperactivity disorder,"Nikolas MA, Marshall P, Hoelzle JB.",Psychol Assess. 2019 May;31(5):685-698. doi: 10.1037/pas0000688. Epub 2019 Feb 7.,Nikolas MA,Psychol Assess,2019,2/8/19,,,10.1037/pas0000688
30350326,Role of resting state MRI temporal latency in refractory pediatric extratemporal epilepsy lateralization,"Shah MN, Nguyen RD, Pao LP, Zhu L, CreveCoeur TS, Mitra A, Smyth MD.",J Magn Reson Imaging. 2019 May;49(5):1347-1355. doi: 10.1002/jmri.26320. Epub 2018 Oct 22.,Shah MN,J Magn Reson Imaging,2019,10/24/18,,,10.1002/jmri.26320
30948735,Emotional dysregulation subgroups in patients with adult Attention-Deficit/Hyperactivity Disorder (ADHD): a cluster analytic approach,"Hirsch O, Chavanon ML, Christiansen H.",Sci Rep. 2019 Apr 4;9(1):5639. doi: 10.1038/s41598-019-42018-y.,Hirsch O,Sci Rep,2019,4/6/19,PMC6449354,,10.1038/s41598-019-42018-y
30232561,Predictive utility of childhood diagnosis of ICD-10 hyperkinetic disorder: adult outcomes in the MTA and effect of comorbidity,"Arnold LE, Roy A, Taylor E, Hechtman L, Sibley M, Swanson JM, Mitchell JT, Molina BSG, Rohde LA.",Eur Child Adolesc Psychiatry. 2019 Apr;28(4):557-570. doi: 10.1007/s00787-018-1222-0. Epub 2018 Sep 19.,Arnold LE,Eur Child Adolesc Psychiatry,2019,9/21/18,,,10.1007/s00787-018-1222-0
29941053,Developmental changes of neuropsychological functioning in individuals with and without childhood ADHD from early adolescence to young adulthood: a 7-year follow-up study,"Lin YJ, Gau SS.",Psychol Med. 2019 Apr;49(6):940-951. doi: 10.1017/S0033291718001599. Epub 2018 Jun 26.,Lin YJ,Psychol Med,2019,6/27/18,,,10.1017/S0033291718001599
29792238,Mapping the neuroanatomic substrates of cognition in familial attention deficit hyperactivity disorder,"Muster R, Choudhury S, Sharp W, Kasparek S, Sudre G, Shaw P.",Psychol Med. 2019 Mar;49(4):590-597. doi: 10.1017/S0033291718001241. Epub 2018 May 24.,Muster R,Psychol Med,2019,5/25/18,PMC6252155,NIHMS983117,10.1017/S0033291718001241
30730956,Psychiatric comorbid patterns in adults with attention-deficit hyperactivity disorder: Treatment effect and subtypes,"Tsai FJ, Tseng WL, Yang LK, Gau SS.",PLoS One. 2019 Feb 7;14(2):e0211873. doi: 10.1371/journal.pone.0211873. eCollection 2019.,Tsai FJ,PLoS One,2019,2/8/19,PMC6366698,,10.1371/journal.pone.0211873
30583125,Five-year diagnostic stability among adolescents in an inpatient psychiatric unit,"Blázquez A, Ortiz AE, Castro-Fornieles J, Morer A, Baeza I, Martínez E, Lázaro L.",Compr Psychiatry. 2019 Feb;89:33-39. doi: 10.1016/j.comppsych.2018.11.011. Epub 2018 Nov 24.,Blázquez A,Compr Psychiatry,2019,12/25/18,,,10.1016/j.comppsych.2018.11.011
30336349,"Impulsivity and its association with childhood trauma experiences across bipolar disorder, attention deficit hyperactivity disorder and borderline personality disorder","Richard-Lepouriel H, Kung AL, Hasler R, Bellivier F, Prada P, Gard S, Ardu S, Kahn JP, Dayer A, Henry C, Aubry JM, Leboyer M, Perroud N, Etain B.",J Affect Disord. 2019 Feb 1;244:33-41. doi: 10.1016/j.jad.2018.07.060. Epub 2018 Aug 6.,Richard-Lepouriel H,J Affect Disord,2019,10/19/18,,,10.1016/j.jad.2018.07.060
29790971,Brain Activity Associated With Attention Deficits Following Chemotherapy for Childhood Acute Lymphoblastic Leukemia,"Fellah S, Cheung YT, Scoggins MA, Zou P, Sabin ND, Pui CH, Robison LL, Hudson MM, Ogg RJ, Krull KR.",J Natl Cancer Inst. 2019 Feb 1;111(2):201-209. doi: 10.1093/jnci/djy089.,Fellah S,J Natl Cancer Inst,2019,5/24/18,PMC6376909,,10.1093/jnci/djy089
30566416,"Does L-Methylfolate Supplement Methylphenidate Pharmacotherapy in Attention-Deficit/Hyperactivity Disorder?: Evidence of Lack of Benefit From a Double-Blind, Placebo-Controlled, Randomized Clinical Trial","Surman C, Ceranoglu A, Vaudreuil C, Albright B, Uchida M, Yule A, Spencer A, Boland H, Grossman R, Rhodewalt L, Fitzgerald M, Biederman J.",J Clin Psychopharmacol. 2019 Jan/Feb;39(1):28-38. doi: 10.1097/JCP.0000000000000990.,Surman C,J Clin Psychopharmacol,2019,12/20/18,PMC6750952,NIHMS1048525,10.1097/JCP.0000000000000990
30545333,Sequential treatment of ADHD in mother and child (AIMAC study): importance of the treatment phases for intervention success in a randomized trial,"Hautmann C, Döpfner M, Katzmann J, Schürmann S, Wolff Metternich-Kaizman T, Jaite C, Kappel V, Geissler J, Warnke A, Jacob C, Hennighausen K, Haack-Dees B, Schneider-Momm K, Philipsen A, Matthies S, Rösler M, Retz W, von Gontard A, Sobanski E, Alm B, Hohmann S, Häge A, Poustka L, Colla M, Gentschow L, Freitag CM, Becker K, Jans T.",BMC Psychiatry. 2018 Dec 13;18(1):388. doi: 10.1186/s12888-018-1963-9.,Hautmann C,BMC Psychiatry,2018,12/15/18,PMC6293507,,10.1186/s12888-018-1963-9
29974939,The prevalence of specific learning disorder in mathematics and comorbidity with other developmental disorders in primary school-age children,"Morsanyi K, van Bers BMCW, McCormack T, McGourty J.",Br J Psychol. 2018 Nov;109(4):917-940. doi: 10.1111/bjop.12322. Epub 2018 Jul 5.,Morsanyi K,Br J Psychol,2018,7/6/18,,,10.1111/bjop.12322
28903621,Virtual environments as an assessment modality with pediatric ASD populations: a brief report,"Duffield TC, Parsons TD, Landry A, Karam S, Otero T, Mastel S, Hall TA.",Child Neuropsychol. 2018 Nov;24(8):1129-1136. doi: 10.1080/09297049.2017.1375473. Epub 2017 Sep 13.,Duffield TC,Child Neuropsychol,2018,9/15/17,,,10.1080/09297049.2017.1375473
30076746,A rare exonic NRXN3 deletion segregating with neurodevelopmental and neuropsychiatric conditions in a three-generation Chinese family,"Yuan H, Wang Q, Liu Y, Yang W, He Y, Gusella JF, Song J, Shen Y.",Am J Med Genet B Neuropsychiatr Genet. 2018 Sep;177(6):589-595. doi: 10.1002/ajmg.b.32673. Epub 2018 Aug 4.,Yuan H,Am J Med Genet B Neuropsychiatr Genet,2018,8/5/18,PMC6445570,NIHMS1007196,10.1002/ajmg.b.32673
26681530,Diagnosing ADHD in Adults: An Examination of the Discriminative Validity of Neuropsychological Tests and Diagnostic Assessment Instruments,"Pettersson R, Söderström S, Nilsson KW.",J Atten Disord. 2018 Sep;22(11):1019-1031. doi: 10.1177/1087054715618788. Epub 2015 Dec 17.,Pettersson R,J Atten Disord,2018,12/19/15,,,10.1177/1087054715618788
29656430,Individual differences in stop-related activity are inflated by the adaptive algorithm in the stop signal task,"D'Alberto N, Chaarani B, Orr CA, Spechler PA, Albaugh MD, Allgaier N, Wonnell A, Banaschewski T, Bokde ALW, Bromberg U, Büchel C, Quinlan EB, Conrod PJ, Desrivières S, Flor H, Fröhner JH, Frouin V, Gowland P, Heinz A, Itterman B, Martinot JL, Paillère Martinot ML, Artiges E, Nees F, Papadopoulos Orfanos D, Poustka L, Robbins TW, Smolka MN, Walter H, Whelan R, Schumann G, Potter AS, Garavan H.",Hum Brain Mapp. 2018 Aug;39(8):3263-3276. doi: 10.1002/hbm.24075. Epub 2018 Apr 15.,D'Alberto N,Hum Brain Mapp,2018,4/16/18,PMC6045976,NIHMS955357,10.1002/hbm.24075
29758392,"Effects of mindfulness and psychoeducation on working memory in adult ADHD: A randomised, controlled fMRI study","Bachmann K, Lam AP, Sörös P, Kanat M, Hoxhaj E, Matthies S, Feige B, Müller H, Özyurt J, Thiel CM, Philipsen A.",Behav Res Ther. 2018 Jul;106:47-56. doi: 10.1016/j.brat.2018.05.002. Epub 2018 May 7.,Bachmann K,Behav Res Ther,2018,5/15/18,,,10.1016/j.brat.2018.05.002
28323445,Neuropsychology in South Africa,"Truter S, Mazabow M, Morlett Paredes A, Rivera D, Arango-Lasprilla JC.",Appl Neuropsychol Adult. 2018 Jul-Aug;25(4):344-355. doi: 10.1080/23279095.2017.1301453. Epub 2017 Mar 21.,Truter S,Appl Neuropsychol Adult,2018,3/22/17,,,10.1080/23279095.2017.1301453
29874283,Olfactory functioning in adults with Tourette syndrome,"Kronenbuerger M, Belenghi P, Ilgner J, Freiherr J, Hummel T, Neuner I.",PLoS One. 2018 Jun 6;13(6):e0197598. doi: 10.1371/journal.pone.0197598. eCollection 2018.,Kronenbuerger M,PLoS One,2018,6/7/18,PMC5991349,,10.1371/journal.pone.0197598
29405508,Reduced prefrontal hemodynamic response in adult attention-deficit hyperactivity disorder as measured by near-infrared spectroscopy,"Ueda S, Ota T, Iida J, Yamamuro K, Yoshino H, Kishimoto N, Kishimoto T.",Psychiatry Clin Neurosci. 2018 Jun;72(6):380-390. doi: 10.1111/pcn.12643. Epub 2018 Mar 11.,Ueda S,Psychiatry Clin Neurosci,2018,2/7/18,,,10.1111/pcn.12643
28836147,Reduced emotional empathy in adults with subclinical ADHD: evidence from the empathy and systemizing quotient,"Groen Y, den Heijer AE, Fuermaier ABM, Althaus M, Tucha O.",Atten Defic Hyperact Disord. 2018 Jun;10(2):141-150. doi: 10.1007/s12402-017-0236-7. Epub 2017 Aug 23.,Groen Y,Atten Defic Hyperact Disord,2018,8/25/17,PMC5973978,,10.1007/s12402-017-0236-7
28803577,Auditory brainstem response (ABR) profiling tests as diagnostic support for schizophrenia and adult attention-deficit hyperactivity disorder (ADHD),"Juselius Baghdassarian E, Nilsson Markhed M, Lindström E, Nilsson BM, Lewander T.",Acta Neuropsychiatr. 2018 Jun;30(3):137-147. doi: 10.1017/neu.2017.24. Epub 2017 Aug 14.,Juselius Baghdassarian E,Acta Neuropsychiatr,2018,8/15/17,,,10.1017/neu.2017.24
29776429,Assessing ADHD symptoms in children and adults: evaluating the role of objective measures,"Emser TS, Johnston BA, Steele JD, Kooij S, Thorell L, Christiansen H.",Behav Brain Funct. 2018 May 18;14(1):11. doi: 10.1186/s12993-018-0143-x.,Emser TS,Behav Brain Funct,2018,5/20/18,PMC5960089,,10.1186/s12993-018-0143-x
30013920,Neural correlates of cognitive function and symptoms in attention-deficit/hyperactivity disorder in adults,"Duan K, Chen J, Calhoun VD, Lin D, Jiang W, Franke B, Buitelaar JK, Hoogman M, Arias-Vasquez A, Turner JA, Liu J.",Neuroimage Clin. 2018 May 2;19:374-383. doi: 10.1016/j.nicl.2018.04.035. eCollection 2018.,Duan K,Neuroimage Clin,2018,7/18/18,PMC6044210,,10.1016/j.nicl.2018.04.035
29031531,A functional connectivity-based neuromarker of sustained attention generalizes to predict recall in a reading task,"Jangraw DC, Gonzalez-Castillo J, Handwerker DA, Ghane M, Rosenberg MD, Panwar P, Bandettini PA.",Neuroimage. 2018 Feb 1;166:99-109. doi: 10.1016/j.neuroimage.2017.10.019. Epub 2017 Oct 12.,Jangraw DC,Neuroimage,2018,10/17/17,PMC5748005,NIHMS920752,10.1016/j.neuroimage.2017.10.019
26246589,"Faking ADHD? Symptom Validity Testing and Its Relation to Self-Reported, Observer-Reported Symptoms, and Neuropsychological Measures of Attention in Adults With ADHD","Hirsch O, Christiansen H.",J Atten Disord. 2018 Feb;22(3):269-280. doi: 10.1177/1087054715596577. Epub 2015 Aug 5.,Hirsch O,J Atten Disord,2018,8/7/15,,,10.1177/1087054715596577
30698557,[Cognitive control impairment in adult with attention deficit/hyperactivity disorder],"Chutko LS, Surushkina SY, Yakovenko EA, Anisimova TI, Antokhin EY, Kryukova EY.",Zh Nevrol Psikhiatr Im S S Korsakova. 2018;118(12):31-35. doi: 10.17116/jnevro201811812131.,Chutko LS,Zh Nevrol Psikhiatr Im S S Korsakova,2018,1/31/19,,,10.17116/jnevro201811812131
29565696,An investigation of white matter integrity and attention deficits following traumatic brain injury,"Owens JA, Spitz G, Ponsford JL, Dymowski AR, Willmott C.",Brain Inj. 2018;32(6):776-783. doi: 10.1080/02699052.2018.1451656. Epub 2018 Mar 22.,Owens JA,Brain Inj,2018,3/23/18,,,10.1080/02699052.2018.1451656
29527472,ADHD and maturation of brain white matter: A DTI study in medication naive children and adults,"Bouziane C, Caan MWA, Tamminga HGH, Schrantee A, Bottelier MA, de Ruiter MB, Kooij SJJ, Reneman L.",Neuroimage Clin. 2017 Sep 29;17:53-59. doi: 10.1016/j.nicl.2017.09.026. eCollection 2018.,Bouziane C,Neuroimage Clin,2017,3/13/18,PMC5842546,,10.1016/j.nicl.2017.09.026
